Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_seconds,time_signature,Class
39.6,0.366,0.888,9.0,-5.575559789363201,0,0.10458,0.000759,0.17736723999999998,0.0648,0.748,184.992,298.70300000000003,4,8
31.0,0.34,0.911,7.0,-6.196,0,0.0557,0.00161,0.000441,0.597,0.173,104.427,202.48000000000002,4,8
53.0,0.623,0.614,10.0,-9.24,0,0.0309,0.638,0.566,0.143,0.744,147.168,188.413,4,1
7.0,0.563,0.922,2.0,-4.565,1,0.055,0.00254,0.116,0.141,0.0887,149.993,262.94899998,4,Other
34.4,0.843,0.806,4.0,-6.4574286971296,0,0.06098000000000001,0.143,0.27288295,0.0771,0.613,94.948,270.507,4,5
39.8,0.552,0.765,1.0,-6.846592168899997,1,0.06048,0.234,0.0038679199999999995,0.275,0.77,155.093,187.386,4,5
48.8,0.358,0.557,10.0,-8.697446792720797,1,0.06266000000000001,0.695,0.013181762000000003,0.0902,0.494,85.043,211.467,4,9
55.0,0.729,0.672,2.0,-4.815,1,0.0351,0.00353,7.06e-5,0.275,0.663,115.023,204.633,4,9
11.0,0.434,0.511,7.0,-6.433,1,0.0371,0.742,8.0e-5,0.205,0.632,90.392,299.373,3,Other
37.2,0.701,0.425,7.0,-10.172272262499998,1,0.03712,0.328,0.13,0.1,0.562,135.128,194.088,4,9
44.0,0.544,0.951,6.0,-4.227,0,0.0784,0.00233,0.00302,0.129,0.601,154.969,163.925,4,10
32.0,0.703,0.313,9.0,-9.755,0,0.0484,0.667,0.00114,0.131,0.547,101.036,180.583,5,2
55.0,0.429,0.683,8.0,-7.297,1,0.038,0.000823,0.00342,0.0801,0.0536,126.873,241.89000000000001,4,1
46.0,0.342,0.926,7.0,-6.313,0,0.0939,3.96e-5,0.683,0.186,0.0972,147.313,396.829,4,8
58.0,0.618,0.75,5.0,-6.938,0,0.0641,0.324,0.0168,0.431,0.864,88.179,197.525,4,1
44.6,0.487,0.954,11.0,-4.721520456438402,1,0.0464,0.0798,0.0008209520000000001,0.163,0.596,202.532,272.92,4,5
36.4,0.58,0.36,6.0,-11.1076788736,1,0.0303,0.841,6.15e-6,0.129,0.302,99.194,210.11299997999998,4,Other
43.0,0.607,0.831,11.0,-5.195,0,0.0461,9.12e-5,7.14e-6,0.266,0.335,125.037,194.58700000000002,4,10
57.0,0.445,0.655,2.0,-7.402,0,0.0694,0.418,5.19e-6,0.0829,0.62,108.406,185.096,4,1
44.0,0.443,0.909,2.0,-5.320092631722396,1,0.03912,0.0351,0.0019021640000000002,0.26949999999999996,0.623,90.272,167.60296529000001,4,2
42.4,0.621,0.568,2.0,-8.5924475809792,1,0.0311,0.145,1.65e-6,0.108,0.724,148.047,211.08499998,4,Other
31.0,0.596,0.932,5.0,-4.331,0,0.034,0.000943,0.0178,0.229,0.839,93.057,142.06300000000002,4,2
54.0,0.753,0.39,6.0,-7.294,0,0.0403,0.371,0.000815,0.125,0.374,136.747,248.387,4,2
58.6,0.632,0.542,2.0,-8.843979623132796,1,0.035460000000000005,0.755,0.06643895000000001,0.13329999999999997,0.752,136.318,112.64789348000001,4,2
31.0,0.683,0.488,2.0,-8.733,1,0.0266,0.605,0.0554,0.13,0.424,113.387,185.72800002000002,4,Other
66.0,0.778,0.899,2.0,-6.552,1,0.0451,0.0028,0.0345,0.0263,0.881,119.995,204.133,4,9
45.6,0.779,0.705,6.0,-7.380297969699999,0,0.03412,0.00471,0.000504994,0.0971,0.196,140.005,192.804,4,5
38.0,0.402,0.892,5.0,-5.857,0,0.0447,1.74e-6,0.515,0.162,0.423,94.982,269.938,4,8
47.0,0.5,0.606,1.0,-8.2428891841696,0,0.06984,0.588,0.025278362,0.0871,0.251,159.956,160.653,4,9
41.4,0.585,0.534,2.0,-8.923860946422398,1,0.04586,0.213,0.09226996000000001,0.16,0.358,101.025,160.347,4,10
53.4,0.42,0.116,2.0,-16.6424482254976,1,0.03988,0.943,0.014256840000000002,0.11404,0.142,120.071,44.083318859999395,4,Other
41.6,0.567,0.666,9.0,-7.717269072937596,1,0.04273999999999999,0.905,0.247,0.443,0.795,111.315,475.66099998000004,4,Other
18.0,0.422,0.665,4.0,-9.552,0,0.0347,0.428,0.175,0.159,0.113,84.993,233.16,4,10
26.0,0.476,0.381,1.0,-12.557,0,0.0312,0.285,0.00482,0.0979,0.319,115.024,250.467,4,10
43.0,0.321,0.662,5.0,-10.374,1,0.0349,0.00352,0.503,0.105,0.199,117.853,384.867,4,8
35.0,0.124,0.0712,10.0,-18.114902346686158,1,0.0418,0.939,0.789,0.0801,0.0407,154.206,168.23,3,1
28.0,0.5,0.528,2.0,-10.051,1,0.0276,0.044,0.000243,0.0911,0.094,78.0,255.38500000000002,4,10
18.0,0.694,0.774,8.0,-4.858,1,0.195,0.218,3.7e-6,0.195,0.867,171.919,234.907,4,2
38.8,0.564,0.63,11.0,-8.030050253199997,0,0.046579999999999996,0.107,0.0005566000000000001,0.0854,0.31,184.206,260.557,4,8
48.0,0.318,0.808,8.0,-7.186,1,0.0703,0.000257,0.0146,0.283,0.219,147.74,304.613,4,10
49.8,0.457,0.559,10.0,-8.6782086024424,1,0.06258,0.206,0.037627773999999996,0.193,0.41,156.907,235.947,3,10
66.0,0.615,0.616,6.0,-10.39,0,0.133,0.0399,0.000129,0.348,0.836,170.776,235.0,4,10
31.6,0.665,0.35,2.0,-11.267535850000002,1,0.04294,0.508,0.04651889,0.109,0.467,87.061,126.12,4,6
61.0,0.794,0.408,2.0,-11.661,0,0.102,0.788,0.00145,0.105,0.576,93.916,181.14000000000001,4,Other
63.0,0.421,0.335,5.0,-11.384,1,0.0324,0.0342,0.00236,0.0944,0.0889,114.227,266.493,4,10
38.4,0.384,0.995,7.0,-4.106453239300002,1,0.06999999999999999,0.000519,0.17501591,0.2672,0.209,159.957,230.5046,4,8
52.0,0.501,0.315,5.0,-11.864652472899998,1,0.035820000000000005,0.922,0.01728232,0.114,0.593,155.994,279.82900001999997,3,Other
38.0,0.59,0.551,4.0,-8.755573928125598,0,0.0374,0.25,0.15252578,0.1306,0.304,105.482,216.14120000000003,4,10
27.4,0.198,0.964,7.0,-4.578038132646398,1,0.0829,0.000245,0.14915631000000001,0.22498,0.191,163.424,254.4548,4,1
43.0,0.63,0.448,2.0,-14.446,1,0.0349,0.254,0.232,0.38,0.186,100.021,196.747,1,8
45.0,0.596,0.727,6.0,-5.763,0,0.0405,0.00481,3.28e-5,0.0554,0.678,135.091,178.81300000000002,4,6
31.0,0.338,0.851,6.0,-4.193,1,0.0333,1.92e-5,0.182,0.0916,0.62,172.534,252.17000000000002,4,10
37.0,0.51,0.731,4.0,-6.715,0,0.0343,0.164,0.000467,0.363,0.227,95.955,302.16,4,9
42.0,0.559,0.354,6.0,-12.5,0,0.0309,0.454,0.00132,0.11,0.471,171.98,301.52500000000003,4,10
39.4,0.549,0.287,5.0,-12.3875436692968,1,0.032999999999999995,0.373,0.21307624,0.115,0.382,132.439,231.02700000000002,4,Other
40.0,0.565,0.292,8.0,-13.124,1,0.0255,0.889,0.00126,0.112,0.217,78.535,210.21799998,1,Other
40.0,0.81,0.835,4.0,-10.18,1,0.0847,0.365,0.00201,0.0523,0.948,125.67,239.02700000000002,4,6
35.0,0.134,0.0174,4.0,-20.113497945781255,1,0.057999999999999996,0.973,0.1370714,0.0659,0.0551,170.917,342.54700002,3,Other
16.0,0.391,0.577,9.0,-6.53,1,0.0324,0.488,9.34e-5,0.0758,0.708,173.933,322.69300002000006,3,Other
40.6,0.554,0.8,8.0,-6.516095199999999,1,0.03728,0.119,0.1929482,0.629,0.463,115.056,160.12,4,5
44.0,0.252,0.978,11.0,-2.341,1,0.166,1.21e-5,7.13e-5,0.408,0.563,86.754,217.06,4,10
44.0,0.553,0.621,10.0,-7.474,0,0.0274,0.00591,0.00247,0.347,0.425,95.055,276.493,4,6
46.2,0.736,0.782,11.0,-6.688390270940795,1,0.03454,0.09,0.087384116,0.211,0.899,120.987,220.227,4,10
42.8,0.543,0.342,9.0,-11.398768128092797,0,0.037739999999999996,0.502,0.002661496,0.17494,0.153,117.934,209.53692447999998,4,1
38.0,0.616,0.908,10.0,-6.867,0,0.0551,0.00194,0.00235,0.0345,0.808,92.984,208.332,4,10
78.0,0.413,0.881,11.0,-5.541,0,0.0367,5.99e-5,0.000308,0.0805,0.364,158.066,250.547,4,10
40.2,0.392,0.976,7.0,-4.400414298265595,1,0.136,0.000107,0.04327354,0.271,0.521,199.888,261.68,4,10
8.0,0.299,0.811,7.0,-7.647,1,0.0948,0.068,0.112,0.459,0.709,89.986,452.427,4,Other
41.8,0.5,0.701,4.0,-7.4150060716456,0,0.057679999999999995,0.0302,0.02294302,0.129,0.159,123.985,263.12840000000006,4,9
31.4,0.674,0.428,7.0,-10.1330586435712,1,0.07510000000000001,0.121,0.09969157999999999,0.132,0.337,84.878,190.185,4,9
46.8,0.572,0.246,2.0,-13.2326981005216,1,0.07378,0.489,0.042901184,0.13276,0.465,95.34,182.9290888,4,Other
45.2,0.467,0.809,5.0,-6.427846557642399,0,0.11068,0.000506,0.050069163999999985,0.337,0.336,180.001,204.004,4,8
42.2,0.875,0.907,4.0,-5.345034653840802,0,0.03896,0.0166,0.029270799999999996,0.36,0.743,94.005,340.133,4,5
11.0,0.659,0.288,2.0,-14.641,1,0.0848,0.895,0.00128,0.213,0.882,93.444,228.16000002,4,Other
32.0,0.31,0.718,8.0,-3.837,1,0.0706,0.179,1.7e-6,0.336,0.274,185.561,280.44,3,2
48.0,0.679,0.401,2.0,-13.766,1,0.0275,0.348,0.000534,0.303,0.448,117.993,255.148,4,1
44.0,0.858,0.873,7.0,-5.749779326615197,1,0.07547999999999999,0.213,0.2457702,0.132,0.598,130.139,184.827,4,5
29.2,0.666,0.501,2.0,-9.267900448285598,1,0.04372,0.0342,0.19651559999999998,0.16699999999999998,0.487,122.021,189.2271821766666,4,1
53.6,0.465,0.701,2.0,-7.4150060716456,1,0.03648,0.00506,0.012787182,0.11632,0.216,75.427,210.8755375566666,4,10
65.0,0.422,0.901,7.0,-6.655,0,0.0631,9.22e-5,6.78e-6,0.56,0.673,112.445,194.58700000000002,4,8
35.4,0.868,0.73,9.0,-7.161506285199994,0,0.07918,0.332,0.16644153999999997,0.17719999999999997,0.947,140.091,149.20749049,4,5
36.0,0.288,0.936,2.0,-6.148,1,0.0705,0.000621,0.309,0.21,0.332,103.706,276.493,4,10
37.0,0.523,0.803,4.0,-6.486843625271199,0,0.04096,0.579,0.019525788,0.0948,0.898,132.316,145.293,4,1
50.4,0.463,0.31,9.0,-11.954969779599997,0,0.0387,0.473,0.01877064,0.218,0.463,124.25,193.8,5,9
38.2,0.485,0.286,3.0,-12.4070056037536,1,0.03472,0.934,0.12682100000000002,0.331,0.327,70.634,144.107,4,2
40.2,0.338,0.521,9.0,-9.056469650941601,0,0.035519999999999996,0.0202,0.25037028,0.325,0.287,145.687,267.427,4,10
35.2,0.563,0.593,2.0,-8.360455513559199,1,0.038919999999999996,0.158,0.39524163999999995,0.27774,0.591,147.442,176.93295093333342,4,5
34.2,0.336,0.739,11.0,-7.081676764266399,0,0.0466,0.0325,0.0045792,0.254,0.578,169.932,249.9638,4,10
60.0,0.888,0.841,6.0,-1.933,1,0.147,0.46,9.12e-5,0.0568,0.964,149.994,120.2,4,9
50.0,0.62,0.701,2.0,-8.241,0,0.0296,0.172,7.4e-5,0.242,0.447,134.966,198.573,4,10
36.6,0.871,0.397,11.0,-10.554346346768797,0,0.09958,0.14,0.0196,0.0681,0.486,88.167,239.767,4,1
46.4,0.493,0.582,8.0,-8.4614871023008,1,0.07408000000000001,0.596,0.035250108,0.115,0.25,149.981,338.83999997999996,4,Other
40.8,0.175,0.0483,7.0,-18.933739516850746,0,0.052259999999999994,0.975,0.2901074,0.143,0.0387,130.585,136.212,4,Other
51.0,0.574,0.351,2.0,-11.2513429127656,1,0.0377,0.153,0.04601178,0.182,0.319,80.578,358.8666,4,Other
36.0,0.399,0.744,7.0,-8.303,1,0.0455,8.44e-5,0.0335,0.0497,0.125,91.918,353.956,4,10
34.0,0.595,0.489,9.0,-9.399486021066402,0,0.045079999999999995,0.636,0.114622,0.114,0.489,139.723,190.5,4,9
51.0,0.576,0.97,6.0,-5.143,1,0.0507,0.214,0.706,0.262,0.965,158.111,212.23600000000002,4,6
76.0,0.414,0.161,7.0,-15.325066814653598,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199.4929998,4,Other
70.0,0.398,0.927,9.0,-4.212,1,0.0567,6.2e-5,0.000177,0.0575,0.311,77.106,260.027,4,10
34.0,0.449,0.978,2.0,-5.409,1,0.11,0.00176,0.000313,0.351,0.151,177.952,378.84000000000003,4,8
26.0,0.244,0.967,5.0,-3.01,0,0.0905,2.79e-6,0.074,0.0794,0.225,103.259,240.293,4,8
42.6,0.748,0.492,11.0,-9.366238607372798,1,0.07116,0.151,0.28454364,0.146,0.483,145.097,144.0,4,5
57.0,0.441,0.97,1.0,-2.1,0,0.0708,0.192,1.68e-6,0.312,0.5,128.289,172.671,4,10
48.0,0.288,0.696,7.0,-7.315,1,0.0436,0.00228,0.0228,0.295,0.167,136.531,196.053,4,10
37.0,0.428,0.804,2.0,-6.4770569901184025,1,0.06817999999999999,0.0544,0.022792,0.34422,0.595,184.238,224.7878,4,6
44.0,0.578,0.374,8.0,-9.501,1,0.0279,0.281,0.126,0.114,0.449,175.867,247.507,4,6
33.0,0.632,0.765,7.0,-4.577,1,0.0331,0.315,0.000246,0.244,0.95,99.617,178.907,4,2
29.8,0.553,0.68,6.0,-7.596497459199997,0,0.037380000000000004,0.44,0.0454314,0.12,0.33,122.007,177.197,5,5
56.0,0.604,0.501,6.0,-6.717,1,0.164,0.463,2.49e-5,0.0989,0.909,68.988,178.663,5,9
56.0,0.344,0.925,2.0,-4.157,1,0.0554,0.0106,0.000211,0.0136,0.712,152.395,160.28,4,6
45.2,0.448,0.546,9.0,-8.804502965161598,0,0.03456,0.518,0.09020718,0.147,0.335,133.435,242.16,4,6
43.0,0.379,0.363,9.0,-13.502,1,0.0308,0.823,0.013,0.0951,0.411,60.564,275.96,4,2
47.0,0.483,0.787,5.0,-6.641058498896797,0,0.09541999999999999,0.339,0.17380415,0.236,0.592,84.81,182.387,4,5
28.0,0.711,0.91,8.0,-3.896,0,0.0406,0.57,0.00011,0.347,0.75,106.004,211.954,4,9
38.8,0.411,0.813,6.0,-6.388136930423203,0,0.07448,0.00024,0.14569984,0.275,0.643,168.034,201.827,4,10
55.2,0.368,0.521,8.0,-9.056469650941601,0,0.030319999999999996,0.36,0.2509318,0.339,0.468,91.433,193.58700000000002,4,6
77.0,0.682,0.765,1.0,-5.021,0,0.0395,0.0268,3.42e-5,0.188,0.567,90.807,182.747,4,10
38.0,0.458,0.758,5.0,-6.193,0,0.0286,0.262,0.000504,0.18,0.784,168.974,199.133,4,2
61.0,0.657,0.785,3.0,-8.428,1,0.037,0.0301,4.62e-6,0.0927,0.769,127.987,273.58699998000003,4,Other
46.4,0.702,0.741,9.0,-7.0638414759976005,1,0.03674,0.00544,0.10223399199999998,0.337,0.646,124.925,187.5850002,4,9
49.4,0.603,0.946,8.0,-4.833439168681597,0,0.043379999999999995,0.000335,0.0604,0.0936,0.3,133.986,186.52,4,1
48.0,0.504,0.315,9.0,-11.79,0,0.0286,0.775,3.49e-6,0.112,0.27,101.298,218.382,4,Other
39.0,0.139,0.912,2.0,-1.884,1,0.0679,0.167,0.0038,0.114,0.609,80.895,275.0,4,10
35.2,0.536,0.763,5.0,-6.8649488894631965,1,0.04529999999999999,0.856,0.0007865159999999999,0.117,0.814,133.275,252.861,4,Other
47.8,0.776,0.57,7.0,-8.5735629508,1,0.03612,0.704,0.06961463999999999,0.26359999999999995,0.784,131.0,131.6075873766666,4,Other
49.2,0.825,0.458,7.0,-9.757824745667197,1,0.06498,0.114,0.40760804000000006,0.35398,0.161,145.115,298.2452,4,5
44.0,0.354,0.549,1.0,-6.031,1,0.0384,0.715,3.69e-6,0.124,0.319,174.223,181.02700000000002,4,10
40.0,0.774,0.674,2.0,-6.362,1,0.072,0.022,0.00323,0.0831,0.449,81.994,140.488,4,5
42.0,0.633,0.376,9.0,-11.434,1,0.0277,0.822,0.0195,0.0814,0.303,88.276,431.933,4,10
1.0,0.399,0.222,6.0,-12.37,1,0.0545,0.994,0.339,0.104,0.29,85.134,165.486,4,Other
2.0,0.468,0.81,9.0,-8.33,1,0.0724,0.00169,0.0314,0.567,0.464,145.589,216.693,4,10
43.0,0.348,0.521,7.0,-5.617,1,0.0388,0.253,0.00729,0.116,0.331,175.819,183.48,4,1
44.0,0.616,0.438,1.0,-10.004627990723199,1,0.05721999999999999,0.356,0.006389131999999999,0.24,0.386,135.929,213.387,4,Other
16.0,0.286,0.992,9.0,-2.333,1,0.21,0.000531,2.06e-5,0.104,0.49,178.619,81.57300000000001,4,6
26.8,0.683,0.54,7.0,-8.8638322384,0,0.04646,0.0114,0.229854,0.127,0.432,140.217,164.736,4,5
37.4,0.257,0.403,7.0,-10.4699493487912,1,0.05682,0.0131,0.09353960000000001,0.45499999999999996,0.0399,148.854,179.1527645333334,4,10
40.8,0.465,0.256,9.0,-13.0174165904896,0,0.06326,0.947,0.00143021,0.102,0.341,168.353,124.76,4,9
57.0,0.45,0.978,9.0,-4.198,0,0.0637,0.000124,7.14e-6,0.361,0.268,155.014,262.573,4,10
48.0,0.558,0.499,9.0,-8.182,1,0.0384,0.593,1.08e-5,0.0755,0.217,80.178,318.2,4,10
70.4,0.73,0.638,6.0,-7.960042314563198,0,0.034940000000000006,0.0999,0.0011292119999999999,0.131,0.893,103.049,206.493,4,9
62.0,0.421,0.0162,2.0,-20.161098951039598,0,0.0388,0.808,0.0024,0.0978,0.154,110.479,337.73299998000005,4,Other
41.6,0.924,0.766,10.0,-6.8373947990176,0,0.03782,0.051,0.0912866,0.0981,0.455,132.06,191.713,4,5
40.2,0.842,0.734,1.0,-7.1261098865824,0,0.037579999999999995,0.0427,0.027399959999999994,0.106,0.952,137.958,181.02700000000002,4,9
24.0,0.553,0.937,11.0,-5.314,1,0.0447,0.00258,0.689,0.201,0.545,159.978,322.512,4,8
36.0,0.435,0.798,7.0,-5.882,1,0.0327,0.000757,0.00115,0.162,0.438,100.018,228.053,4,6
55.6,0.333,0.373,2.0,-10.906593113015202,1,0.03436,0.936,0.14128132799999998,0.246,0.434,78.08,309.39400001999996,3,Other
37.0,0.354,0.994,7.0,-4.254,1,0.151,3.38e-5,0.000701,0.0746,0.0761,203.921,233.14600000000002,4,8
38.2,0.599,0.816,2.0,-6.358149628057605,1,0.053,0.00154,0.000131,0.462,0.249,120.022,178.25,4,10
53.0,0.493,0.951,2.0,-4.763783990845596,1,0.10540000000000001,4.49e-5,0.07591064,0.101,0.375,143.041,208.16,4,10
37.0,0.458,0.951,6.0,-4.936,1,0.075,0.000254,0.00262,0.109,0.495,155.073,266.467,4,8
32.4,0.493,0.527,8.0,-8.9948196220648,1,0.04724,0.144,3.35e-6,0.38,0.887,154.055,309.0,4,5
41.0,0.885,0.594,7.0,-8.3513448159904,1,0.043480000000000005,0.431,0.09042165999999999,0.09136,0.841,111.997,281.3992,5,9
46.0,0.561,0.798,10.0,-4.619,0,0.0389,0.0219,0.217,0.109,0.422,93.028,131.619,4,6
42.2,0.479,0.179,2.0,-14.8405647846184,1,0.03406,0.952,0.02045666,0.208,0.201,68.672,311.06899998,3,Other
46.6,0.601,0.724,1.0,-7.214372150694398,0,0.034199999999999994,0.0859,0.1286862,0.14,0.669,125.117,130.542,5,9
4.0,0.569,0.249,11.0,-12.789,1,0.0421,0.96,0.305,0.0817,0.462,105.513,169.348,4,2
52.0,0.831,0.66,8.0,-5.284,0,0.0301,0.362,0.00431,0.0674,0.942,110.019,245.58,4,6
48.0,0.542,0.465,2.0,-9.674445364899999,1,0.08218,0.491,0.10253464000000001,0.0737,0.464,74.911,207.443,4,9
52.0,0.528,0.514,2.0,-11.909,1,0.133,0.0252,0.0894,0.0725,0.44,122.872,290.933,4,10
45.2,0.363,0.714,4.0,-7.3019481794464,0,0.05349999999999999,0.195,0.000186582,0.184,0.631,75.155,224.144,4,5
30.0,0.538,0.899,9.0,-5.426,1,0.105,0.000942,0.00509,0.0385,0.267,159.941,154.251,4,6
31.0,0.107,0.57,11.0,-7.209,0,0.0348,0.00378,0.706,0.449,0.159,80.74,297.813,4,10
53.0,0.587,0.493,2.0,-9.355208901239198,1,0.055900000000000005,0.423,0.0004976799999999999,0.34652000000000005,0.451,161.222,129.83543998,4,6
44.4,0.8,0.597,9.0,-8.324082429008797,1,0.03782,0.0299,0.12889496,0.177,0.449,95.072,132.3,4,5
24.0,0.604,0.258,2.0,-12.975084962627198,1,0.04946,0.982,0.046131200000000004,0.175,0.413,103.019,302.724,3,6
44.6,0.851,0.322,1.0,-11.740370526428798,0,0.03938,0.293,0.0070796,0.168,0.503,129.93,187.846,4,9
45.0,0.535,0.763,1.0,-10.16,0,0.0788,0.578,0.573,0.103,0.166,148.027,229.502,4,6
50.0,0.839,0.793,7.0,-6.583735282199202,1,0.05740000000000001,0.547,0.13047863799999998,0.186,0.771,143.978,274.0066,4,5
54.0,0.375,0.777,10.0,-3.92,0,0.0407,6.51e-5,0.00186,0.153,0.48,114.968,271.56,4,10
42.0,0.897,0.466,10.0,-10.18,1,0.0478,0.556,0.000165,0.119,0.522,104.944,175.31300000000002,4,9
43.2,0.772,0.724,6.0,-7.214372150694398,0,0.0424,0.0149,0.122541558,0.355,0.518,84.038,298.6,4,5
42.8,0.62,0.494,2.0,-9.3442053395104,1,0.046259999999999996,0.222,0.15899245999999997,0.2077,0.197,114.945,116.64657777999861,4,9
35.8,0.433,0.182,2.0,-14.762073789020798,1,0.06844000000000001,0.907,0.1655722,0.1524,0.421,207.476,209.20520000000002,4,9
43.0,0.706,0.604,2.0,-8.2608584723584,1,0.06692000000000001,0.418,0.29985,0.242,0.361,82.03,165.029,4,9
46.0,0.641,0.857,7.0,-7.572,1,0.0431,0.0388,0.727,0.339,0.781,150.0,188.173,4,6
47.0,0.439,0.93,1.0,-7.056,1,0.0652,5.0e-5,0.488,0.212,0.383,83.992,224.792,4,8
57.6,0.847,0.92,10.0,-5.180500172799999,0,0.08784,0.0902,1.33e-5,0.126,0.519,93.532,266.027,4,5
14.0,0.455,0.202,4.0,-14.2548481337248,1,0.0277,0.687,0.166,0.104,0.0675,73.108,422.067,3,10
46.0,0.22,0.972,11.0,-5.017,0,0.155,0.000162,7.15e-6,0.335,0.0761,91.921,269.38100000000003,3,8
49.0,0.354,0.321,2.0,-11.7579722131816,1,0.05138,0.862,0.030653599999999996,0.17539999999999997,0.356,146.079,163.35764657666599,4,Other
41.0,0.345,0.307,9.0,-13.97,1,0.031,0.834,0.000239,0.101,0.483,176.666,287.947,4,2
1.0,0.305,0.373,8.0,-10.742,0,0.0656,0.889,5.78e-6,0.253,0.343,82.531,170.25,5,9
44.0,0.634,0.909,2.0,-8.332,1,0.0289,0.171,0.00318,0.102,0.816,103.398,268.467,4,10
75.0,0.849,0.521,11.0,-12.999,0,0.216,0.304,1.65e-6,0.115,0.763,95.265,248.86700000000002,4,5
32.0,0.366,0.686,9.0,-7.004,1,0.048,0.318,8.79e-6,0.239,0.611,84.01,435.373,4,5
42.0,0.454,0.973,11.0,-2.884,0,0.139,0.0096,3.46e-6,0.0911,0.563,93.914,301.68,4,10
55.8,0.592,0.547,2.0,-8.794680586448798,1,0.03088,0.303,0.07462561999999999,0.0914,0.736,133.581,312.942,4,2
49.6,0.569,0.111,1.0,-16.7985873660136,1,0.0399,0.929,0.1547188,0.104,0.284,118.6,157.44,4,Other
32.0,0.778,0.825,11.0,-6.73,0,0.105,0.00588,0.581,0.0659,0.725,133.015,306.569,4,1
50.0,0.494,0.881,9.0,-4.773,1,0.037,0.0111,0.00953,0.104,0.623,160.942,239.467,4,8
6.0,0.468,0.419,7.0,-10.746,1,0.139,0.977,0.00159,0.143,0.472,207.452,163.213,3,2
42.8,0.756,0.211,5.0,-14.0355029872936,1,0.051000000000000004,0.784,8.65e-6,0.11,0.307,81.253,87.70699998,4,9
33.0,0.344,0.826,6.0,-5.971,0,0.195,0.67,0.000399,0.0731,0.526,81.796,152.0,4,5
19.0,0.456,0.353,9.0,-9.607,1,0.0349,0.874,9.82e-6,0.107,0.335,124.318,256.05799998,3,Other
49.0,0.563,0.126,11.0,-16.3361530269856,1,0.0315,0.858,0.617,0.132,0.103,104.959,225.54700001999998,4,Other
36.6,0.785,0.424,1.0,-10.1854149996544,1,0.05068,0.00386,0.020775560000000002,0.1445,0.757,118.977,203.234,4,10
42.6,0.287,0.997,7.0,-4.074569697488798,1,0.08062,0.00206,0.0778592,0.2958,0.268,99.545,254.4638,4,8
47.2,0.645,0.623,2.0,-8.0916495698152,1,0.0317,0.566,0.002112148,0.204,0.624,95.968,229.667,4,10
35.0,0.654,0.159,5.0,-15.9,1,0.0698,0.979,0.00706,0.0911,0.322,129.481,169.6,4,2
40.0,0.727,0.905,6.0,-5.274,0,0.0376,0.126,0.0358,0.125,0.876,135.969,193.227,3,6
41.0,0.459,0.677,7.0,-5.719,1,0.0626,0.0373,0.000587,0.12,0.146,160.154,244.5,4,10
43.0,0.602,0.329,11.0,-7.788,1,0.0285,0.81,7.46e-5,0.126,0.135,111.986,246.579,4,9
55.6,0.627,0.81,11.0,-6.417948019599999,1,0.10722000000000001,0.314,0.002062618,0.546,0.637,100.136,252.374,4,5
46.4,0.51,0.709,1.0,-7.345523507562399,1,0.06076,0.0125,0.012501799999999999,0.0716,0.267,120.633,193.952,3,8
44.2,0.467,0.193,1.0,-14.4796789522792,1,0.0315,0.731,0.107,0.105,0.108,100.006,324.0,4,Other
57.0,0.635,0.875,2.0,-4.756,0,0.0306,0.11,0.236,0.0993,0.0485,111.005,223.32,4,10
54.8,0.61,0.822,2.0,-6.297630952028802,1,0.03826,0.0171,0.15199120000000002,0.20684,0.437,93.993,324.5048,4,Other
53.0,0.191,0.829,9.0,-3.381,0,0.0447,2.72e-5,2.11e-5,0.362,0.191,116.007,276.66700000000003,5,10
52.0,0.777,0.694,10.0,-9.237,0,0.0305,0.101,0.0134,0.0763,0.801,124.022,187.88,4,6
23.0,0.586,0.813,9.0,-5.126,0,0.0276,0.156,0.000391,0.276,0.568,132.64,248.467,4,6
16.0,0.138,0.883,10.0,-6.656,0,0.0885,0.000273,0.283,0.159,0.116,171.903,381.133,5,8
23.0,0.595,0.158,2.0,-15.408112503107201,1,0.0576,0.752,4.41e-6,0.139,0.392,135.968,173.76,4,10
51.0,0.384,0.871,7.0,-4.034,1,0.04,0.00991,1.55e-6,0.349,0.321,159.939,235.613,4,10
48.4,0.395,0.774,2.0,-6.763340748534402,0,0.04356,0.346,0.00814672,0.2124,0.762,91.578,224.76479999999998,4,6
37.0,0.783,0.757,11.0,-6.166,0,0.188,0.158,0.00371,0.0925,0.713,155.96,135.334,5,5
19.0,0.446,0.997,6.0,-3.952,0,0.103,9.44e-5,0.00394,0.391,0.104,155.108,246.21200000000002,4,8
51.0,0.867,0.503,8.0,-8.431,1,0.0334,0.827,0.464,0.184,0.474,111.016,276.76,4,10
45.2,0.693,0.871,2.0,-5.7725194810216,1,0.045959999999999994,0.00358,0.0032381020000000005,0.28941999999999996,0.533,111.989,238.834,4,8
89.0,0.84,0.766,4.0,-4.12,1,0.136,0.00302,3.61e-6,0.0684,0.402,94.018,155.88400000000001,4,9
53.4,0.282,0.939,5.0,-4.9293399268263975,0,0.060360000000000004,0.0037,0.00036,0.162,0.201,150.058,236.625,4,10
47.0,0.428,0.995,8.0,-2.53,1,0.0918,2.06e-5,0.429,0.305,0.123,103.24,362.347,4,8
