Popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_seconds,key1.0,key10.0,key11.0,key2.0,key3.0,key4.0,key5.0,key6.0,key7.0,key8.0,key9.0,mode1,time_signature1,time_signature3,time_signature4,time_signature5,Class
39.4,0.613,0.721,13.575551726199553,0.057499999999999996,0.0922,0.15356184,0.261,0.45,179.804,180.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
54.0,0.73,0.403,10.670262238901149,0.0483,0.718,0.00242,0.0985,0.502,124.901,229.227,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,Other
52.8,0.494,0.78,14.109046307701151,0.05614,0.00305,0.001830594,0.18919999999999998,0.547,98.95,170.4057842666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9
37.0,0.898,0.604,12.55540376654275,0.04762000000000001,0.0413,8.91e-5,0.0876,0.492,135.144,176.76,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5
23.0,0.514,0.819,14.103262238901149,0.0375,0.0122,0.0158,0.283,0.316,142.953,162.973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10
77.0,0.551,0.801,15.74726223890115,0.0303,0.013,6.03e-6,0.265,0.625,128.027,240.76000002000004,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Other
46.0,0.433,0.815,17.82526223890115,0.0778,0.00171,0.000266,0.473,0.372,175.672,177.453,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,10
28.0,0.564,0.316,10.66926223890115,0.0315,0.635,0.0064,0.128,0.183,139.908,223.08,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10
29.0,0.526,0.894,14.14526223890115,0.0472,0.000245,0.235,0.0849,0.344,132.044,296.43,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,8
61.0,0.605,0.299,9.62426223890115,0.0264,0.751,0.474,0.0943,0.181,109.008,212.467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6
18.0,0.491,0.719,13.558025224810748,0.0811,0.74,0.02544,0.0518,0.933,184.918,145.84000020000002,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,10
6.0,0.528,0.336,14.28426223890115,0.04,0.284,0.0343,0.335,0.256,172.565,414.253,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
42.6,0.303,0.969,16.31149965361075,0.0648,9.03e-5,0.30625117,0.417,0.163,109.384,186.488,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,8
38.4,0.642,0.475,11.258380076401147,0.04886,0.587,0.041337218,0.126,0.475,97.437,197.547,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9
50.0,0.658,0.471,11.212107393399549,0.05998,0.336,0.016472156,0.215,0.491,164.009,197.573,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6
48.8,0.494,0.366,9.80232128820355,0.06558,0.729,0.032159072,0.183,0.484,173.779,201.16300002,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,Other
66.0,0.701,0.844,14.18726223890115,0.133,0.152,0.626,0.194,0.198,120.04,257.022,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10
49.0,0.439,0.0554,5.63326223890115,0.0349,0.984,0.00382,0.111,0.178,101.015,261.41500002000004,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Other
30.0,0.551,0.885,14.574262238901149,0.0424,0.212,0.086,0.53,0.789,120.033,221.208,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6
45.6,0.586,0.893,15.30026660038195,0.06326,0.0676,0.000390516,0.255,0.492,89.93,178.793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
49.0,0.295,0.754,17.65626223890115,0.0349,0.0465,0.0514,0.164,0.18,152.465,249.107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10
40.0,0.346,0.948,16.010568391745956,0.05194,0.00172,0.204094,0.0675,0.282,96.15,204.43800000000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8
31.0,0.527,0.983,16.50626223890115,0.11,0.000153,0.158,0.275,0.449,94.995,266.347,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8
38.0,0.489,0.536,7.52726223890115,0.0384,0.654,0.000433,0.337,0.61,136.908,358.627,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
43.0,0.505,0.853,11.840262238901149,0.0594,0.311,0.108,0.115,0.368,126.995,324.414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8
34.0,0.734,0.694,12.67526223890115,0.145,0.000702,0.192,0.387,0.652,109.837,243.168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
69.0,0.519,0.77,12.02826223890115,0.0809,0.0675,3.48e-6,0.0762,0.921,158.29,197.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10
60.0,0.569,0.789,12.25726223890115,0.0309,5.62e-6,0.642,0.0811,0.911,115.152,235.09300000000002,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,6
41.0,0.695,0.928,15.48626223890115,0.0288,0.0591,0.732,0.115,0.639,120.998,247.827,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
45.0,0.37,0.928,15.95726223890115,0.115,0.000941,0.346,0.145,0.0965,149.714,255.713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
36.0,0.854,0.381,13.33526223890115,0.0622,0.291,2.62e-6,0.15,0.261,100.096,216.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5
38.0,0.967,0.583,12.364024106333954,0.0438,0.0584,8.6198e-5,0.0519,0.964,117.0,242.73300000000003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9
38.4,0.491,0.526,11.81122166119555,0.03872,0.0896,0.22815599999999997,0.09348000000000001,0.22,159.954,236.6965416666666,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6
43.0,0.546,0.445,14.31326223890115,0.0268,0.0402,0.000307,0.3,0.143,75.012,258.66,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
47.0,0.554,0.849,16.33726223890115,0.0362,0.00399,0.000132,0.0842,0.842,115.996,192.601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
24.0,0.473,0.913,14.766262238901149,0.0594,0.02,0.000109,0.487,0.594,94.518,203.347,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,10
39.0,0.574,0.857,13.84326223890115,0.0359,0.0268,0.476,0.0786,0.145,132.999,191.653,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
35.2,0.732,0.604,12.55540376654275,0.11782,0.0112,0.071868532,0.263,0.732,139.982,198.35979999999998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9
13.0,0.361,0.902,17.35426223890115,0.0524,1.68e-5,0.000329,0.339,0.427,164.976,183.091,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,10
68.0,0.459,0.931,15.792262238901149,0.0612,0.00126,0.00881,0.412,0.419,135.826,200.693,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
40.0,0.234,0.947,15.996676367972348,0.04146000000000001,0.0108,0.004233868,0.1096,0.16,176.279,242.9386,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
26.0,0.419,0.681,15.365262238901149,0.0309,0.0353,1.49e-6,0.12,0.279,171.871,249.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
42.2,0.313,0.89,15.264436222501157,0.04356,0.000155,0.17692000000000002,0.236,0.481,131.1,216.644,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10
42.0,0.33,0.587,14.95126223890115,0.0371,0.221,1.69e-5,0.119,0.154,149.204,240.04,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10
53.4,0.682,0.72,13.56678533010115,0.059340000000000004,0.326,0.13020877199999997,0.148,0.673,117.003,169.011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9
43.0,0.487,0.797,15.18226223890115,0.0697,9.37e-5,0.0826,0.248,0.452,156.016,175.43200000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
30.0,0.436,0.897,17.12126223890115,0.0377,0.000192,3.0e-6,0.327,0.919,161.971,123.104,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10
68.0,0.502,0.417,13.15126223890115,0.0718,0.127,0.00419,0.106,0.218,180.301,281.04,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10
77.0,0.529,0.843,13.908262238901148,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310.333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10
33.4,0.35,0.215,6.87651239400115,0.04476,0.933,0.374654,0.126,0.135,99.903,248.667,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,Other
1.0,0.495,0.798,11.64326223890115,0.0387,0.000272,0.000922,0.234,0.461,132.007,311.0269998,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10
46.0,0.621,0.897,12.70326223890115,0.0317,0.135,0.00239,0.208,0.906,162.127,195.25300000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10
55.0,0.526,0.776,16.64726223890115,0.0852,0.000431,0.0157,0.334,0.524,131.194,207.373,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
22.0,0.329,0.905,15.08826223890115,0.0546,8.63e-5,0.0037,0.11,0.711,145.149,183.56,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10
42.4,0.636,0.201,6.536705705655551,0.0397,0.97,0.203247456,0.101,0.434,82.955,237.22900002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
41.6,0.512,0.883,15.181895691773953,0.08812,0.0133,0.00019517000000000002,0.106,0.452,135.957,317.464,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
42.0,0.482,0.567,12.214349272388347,0.03954,0.189,0.008450553999999999,0.16932,0.646,167.581,218.781,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2
46.0,0.472,0.338,9.62026223890115,0.0273,0.85,0.000221,0.0761,0.522,85.66,174.82699998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Other
42.0,0.648,0.577,10.663262238901149,0.0552,0.703,0.000332,0.11,0.887,80.368,238.68,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
54.8,0.312,0.772,14.034326795432351,0.07412,0.123,0.15419212000000002,0.15233999999999998,0.628,142.413,154.57144764333398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
37.2,0.859,0.617,12.671519914628348,0.06792000000000001,0.792,0.15062,0.122,0.667,100.079,115.733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5
26.0,0.214,0.128,4.540420674689948,0.0458,0.781,0.675,0.122,0.0524,127.208,591.747,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Other
14.0,0.582,0.81,14.699262238901149,0.0379,0.0261,0.44,0.0699,0.684,90.947,183.552,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6
45.0,0.683,0.485,13.46326223890115,0.0715,0.598,0.132,0.117,0.674,81.743,160.68,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6
50.8,0.538,0.707,13.45334263370035,0.04122,0.208,0.159150186,0.23306,0.782,92.698,321.973,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
35.0,0.261,0.973,16.82026223890115,0.146,2.24e-5,0.0204,0.142,0.21,199.868,211.894,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,8
38.0,0.364,0.747,15.07326223890115,0.0367,0.000166,1.87e-6,0.118,0.0939,151.909,328.093,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
43.4,0.512,0.204,6.610627874062748,0.0472,0.942,0.012832340000000001,0.106,0.296,129.947,175.987,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,9
44.2,0.356,0.684,13.25427452135875,0.04006,0.152,0.2186486,0.101,0.347,87.188,193.7329998,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,9
39.0,0.4,0.425,10.643989976401151,0.057620000000000005,0.0632,0.20092977999999997,0.105,0.369,152.052,299.999,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,6
24.0,0.692,0.521,14.04726223890115,0.0414,0.643,4.16e-6,0.119,0.734,76.958,152.58,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9
23.0,0.65,0.766,14.87826223890115,0.0429,0.0178,0.000139,0.115,0.926,110.302,186.653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
42.4,0.548,0.541,11.96236595106355,0.04411999999999999,0.444,0.077022014,0.138,0.267,77.991,220.773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9
71.0,0.659,0.585,12.62726223890115,0.0288,0.623,0.000213,0.348,0.784,104.111,158.427,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10
35.0,0.0726,0.787,14.175203740004353,0.06708,2.13e-6,0.18586944,0.199,0.0771,80.052,253.042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8
42.0,0.603,0.484,8.02626223890115,0.0337,0.0926,0.00165,0.1,0.585,128.018,141.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10
41.0,0.338,0.844,14.23926223890115,0.0452,3.91e-5,0.00126,0.0774,0.284,135.984,367.507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
44.6,0.418,0.907,15.471227585060348,0.05841999999999999,0.000101,0.0431722,0.16514,0.473,99.17,235.9746,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8
51.6,0.58,0.788,14.18471711545795,0.08134,0.0123,1.84e-5,0.368,0.72,148.992,182.42600000000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
60.0,0.55,0.934,15.740262238901149,0.0595,0.000113,0.000736,0.18,0.527,112.846,195.707,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10
41.0,0.568,0.993,17.736262238901148,0.0773,0.0257,0.03,0.232,0.608,94.992,227.747,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8
39.0,0.712,0.483,11.15226223890115,0.034,0.174,0.0931,0.161,0.632,121.127,257.193,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
22.0,0.469,0.827,11.122262238901149,0.0699,4.17e-5,3.79e-5,0.253,0.558,85.017,180.359,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10
61.0,0.429,0.371,9.013262238901149,0.0351,0.768,0.00181,0.119,0.305,129.842,237.78100020000002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Other
44.6,0.651,0.589,12.419243948554753,0.07662,0.959,0.21791100000000002,0.115,0.914,103.622,426.31999998000003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Other
56.0,0.542,0.502,10.20926223890115,0.0515,0.195,0.00812,0.174,0.948,174.11,289.56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
32.0,0.497,0.26,8.35526223890115,0.0349,0.932,0.00686,0.123,0.154,84.393,155.853,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6
38.0,0.597,0.576,15.54026223890115,0.0259,0.623,1.14e-6,0.109,0.754,112.436,227.55499998,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Other
39.4,0.647,0.86,14.920633725301157,0.06948000000000001,0.0805,0.24523260000000002,0.0484,0.818,130.112,219.627,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9
31.0,0.328,0.429,11.654262238901149,0.0291,0.878,1.42e-5,0.684,0.29,81.719,303.16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10
55.0,0.677,0.665,15.64526223890115,0.0305,0.56,1.01e-6,0.338,0.706,74.981,312.53299998000006,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9
66.0,0.622,0.932,16.15626223890115,0.0498,0.105,2.37e-6,0.328,0.519,108.051,176.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
43.0,0.585,0.671,9.91926223890115,0.0466,0.0118,8.12e-5,0.104,0.49,146.287,287.24,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10
37.0,0.636,0.256,8.689262238901149,0.0353,0.89,0.00414,0.117,0.274,104.921,179.373,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Other
39.0,0.301,0.921,17.12726223890115,0.153,0.00051,0.0059,0.0626,0.165,100.662,235.239,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8
39.0,0.41,0.959,16.39126223890115,0.0738,3.59e-6,0.000163,0.388,0.375,149.983,190.812,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,8
47.6,0.526,0.763,13.951313349437953,0.046200000000000005,0.00126,0.3109596,0.1366,0.514,136.205,285.086,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10
30.0,0.573,0.954,15.240262238901149,0.0322,0.0262,0.114,0.144,0.685,128.011,243.755,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6
55.4,0.381,0.96,16.180345317301146,0.05726,2.31e-5,0.009106,0.318,0.236,175.994,191.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8
49.2,0.585,0.972,16.355966273192347,0.0355,0.0143,0.000198264,0.0707,0.585,110.006,230.25300000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10
57.4,0.5,0.949,16.02449928442675,0.050159999999999996,0.00847,0.0018308080000000002,0.514,0.648,159.824,175.34300000000002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10
40.0,0.357,0.94,18.07626223890115,0.158,0.00323,2.28e-5,0.206,0.444,174.978,137.143,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10
72.0,0.554,0.963,17.05426223890115,0.035,0.000244,0.0702,0.431,0.918,128.175,195.147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10
56.0,0.808,0.792,16.38026223890115,0.113,0.0189,0.0115,0.0876,0.542,99.027,167.876,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9
50.0,0.857,0.746,16.58126223890115,0.03,0.0813,1.12e-5,0.284,0.813,112.008,231.649,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10
44.0,0.654,0.472,11.375262238901149,0.0266,0.709,0.0523,0.123,0.282,82.976,225.106,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10
27.0,0.725,0.6,12.52026223890115,0.0397,0.0718,0.000289,0.198,0.667,84.02,191.933,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
48.8,0.878,0.525,11.800979276401153,0.07953999999999999,0.183,0.01142006,0.0714,0.694,112.022,158.571,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,9
40.6,0.472,0.951,16.052478248055554,0.05926,3.81e-5,0.09053782,0.105,0.566,77.494,317.032,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8
21.0,0.403,0.579,12.69326223890115,0.0388,0.128,0.0219,0.096,0.236,100.019,209.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9
39.6,0.528,0.855,14.865738301201151,0.04801999999999999,0.00113,0.04593572,0.281,0.206,100.042,227.36700000000002,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6
33.6,0.492,0.312,8.89757525962435,0.03254,0.986,0.006584791999999999,0.227,0.891,83.447,197.56399998000003,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Other
39.0,0.324,0.566,12.051262238901149,0.0295,0.032,0.00536,0.138,0.292,138.414,321.16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10
60.0,0.675,0.38,12.19426223890115,0.0315,0.715,0.000201,0.174,0.7,94.92,216.095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
23.6,0.597,0.184,6.106162631758751,0.0363,0.937,0.272399668,0.115,0.427,73.037,148.107,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
36.0,0.446,0.974,15.190262238901148,0.043,2.45e-5,0.00352,0.227,0.407,99.148,149.053,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10
22.0,0.563,0.542,15.40226223890115,0.114,0.951,1.68e-5,0.0954,0.653,83.226,218.93200002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Other
34.0,0.574,0.627,12.75985455011635,0.0611,0.0846,0.200245,0.0351,0.864,190.415,234.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
44.0,0.294,0.675,17.25426223890115,0.0435,3.15e-5,0.000711,0.321,0.37,148.186,228.853,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,10
57.0,0.0916,0.463,11.118147063197952,0.0412,0.509,0.001961064,0.10698,0.0412,86.505,207.8196,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8
41.6,0.416,0.898,15.360606005105957,0.04307999999999999,0.000105,0.16619279999999997,0.17692,0.802,134.984,199.493,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,6
43.8,0.62,0.547,12.021581652452351,0.07452,0.112,0.00031194999999999997,0.19,0.208,98.032,210.35500000000002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9
51.0,0.261,0.66,16.33326223890115,0.0394,0.0199,0.0127,0.266,0.198,166.68,248.76000000000002,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10
45.2,0.498,0.734,13.69015235231875,0.0382,0.0198,0.27896660000000006,0.1234,0.64,110.034,220.8454,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2
36.2,0.682,0.736,13.707899727387554,0.061860000000000005,0.017,0.20581328999999998,0.14,0.812,150.021,209.748,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9
31.2,0.863,0.543,11.982180137501953,0.05856,0.0507,0.00519182,0.241,0.799,106.929,213.267,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5
59.0,0.553,0.893,16.75426223890115,0.0545,0.0502,0.00145,0.145,0.138,174.019,220.69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9
36.8,0.535,0.534,11.892401292478752,0.0553,0.337,0.12183355999999998,0.222,0.396,169.938,206.495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
36.0,0.186,0.811,16.95726223890115,0.0403,0.000119,0.0439,0.0984,0.164,148.019,371.984,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10
38.0,0.306,0.989,19.32926223890115,0.0815,0.000993,0.000273,0.376,0.416,173.938,216.16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10
42.8,0.849,0.707,13.45334263370035,0.05550000000000001,0.0266,0.17054484000000003,0.101,0.602,104.027,204.562,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9
46.0,0.572,0.838,15.88626223890115,0.0394,0.000223,1.03e-5,0.252,0.345,107.004,220.554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
60.0,0.559,0.845,16.58026223890115,0.0362,0.00757,3.66e-5,0.115,0.262,91.98,185.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
58.0,0.5,0.28,10.05226223890115,0.0404,0.88,2.6e-6,0.102,0.0832,92.457,190.25300000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9
60.0,0.826,0.745,14.725262238901148,0.141,0.13,1.32e-5,0.178,0.883,119.92,202.249,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9
37.0,0.22,0.848,17.13026223890115,0.0501,0.0429,0.000175,0.142,0.389,121.948,253.613,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8
31.4,0.237,0.88,15.146967755701155,0.06917999999999999,8.54e-6,0.0844694,0.17922,0.309,130.128,167.914237466666,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6
38.8,0.805,0.775,14.06223977640115,0.035660000000000004,0.707,0.09114360600000002,0.11,0.715,134.999,233.744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
48.0,0.297,0.872,14.93526223890115,0.0405,0.000119,0.0232,0.32,0.533,80.384,309.987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8
52.8,0.595,0.784,14.146758227278752,0.08886,0.216,0.03259258,0.0608,0.479,124.111,183.726,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9
38.8,0.474,0.948,16.010568391745956,0.10366,0.00855,0.000473142,0.123,0.75,163.029,212.187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10
8.0,0.538,0.828,9.51226223890115,0.0831,0.391,0.744,0.146,0.773,128.03,141.22399998,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Other
36.8,0.546,0.193,6.33658328662195,0.0432,0.868,0.12013216000000002,0.09684000000000001,0.311,139.795,153.57042166666662,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9
42.4,0.794,0.649,12.951928767466754,0.03976,0.0584,0.11859140000000001,0.314,0.611,144.343,121.148,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5
48.8,0.772,0.83,14.60049664170115,0.044340000000000004,0.016,0.19696,0.0843,0.697,94.011,194.20000000000002,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9
44.0,0.553,0.621,13.34226223890115,0.0274,0.00591,0.00247,0.347,0.425,95.055,276.493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
65.0,0.625,0.432,8.86826223890115,0.0283,0.633,0.00242,0.127,0.361,137.926,360.933,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9
56.0,0.348,0.958,16.62626223890115,0.112,3.95e-6,0.000225,0.0744,0.434,185.774,214.211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
52.8,0.343,0.983,16.52229684425395,0.06418,0.00107,6.227200000000002e-5,0.26456,0.186,124.536,252.8384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10
27.0,0.314,0.287,8.67526223890115,0.0291,0.856,0.00731,0.0966,0.0374,58.344,281.04,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6
38.6,0.47,0.492,11.450023631528351,0.03282,0.657,0.01616044,0.199,0.478,120.311,217.92000000000002,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
28.0,0.49,0.157,5.38032000746035,0.04864,0.922,0.445388,0.15491999999999997,0.262,191.828,206.31879999999998,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Other
51.0,0.52,0.795,14.251766943601153,0.04243999999999999,0.177,0.10137263,0.107,0.394,67.875,193.013,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9
30.0,0.72,0.534,11.892401292478752,0.0392,0.219,0.122516,0.0508,0.203,118.017,216.864,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5
44.2,0.382,0.443,10.874565525821952,0.03736,0.375,0.153042446,0.1966,0.341,100.425,249.1834,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
42.6,0.78,0.715,13.523044854001151,0.060660000000000006,0.125,0.227534,0.15266,0.365,125.015,219.8404,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6
32.2,0.688,0.779,14.099655845002752,0.06884,0.0221,0.11856788,0.08,0.505,133.97,168.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,9
47.8,0.353,0.546,12.011759273739552,0.0462,0.255,0.256597382,0.121,0.48,93.056,174.683,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10
